X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm]
4.28372,1.24512,-506.696,-0.00516169,-0.00235959,-0.00925916,-0.000171934,-0.000240977,-0.00110152,0.000897131,-0.00131004,-0.770554,0.00192424,0.0108901,0.000111496,9.79471e-05,0.000602868,4.34876,-2.68884,-496.911,0.000210151,-0.000497849,-0.00656452,5.82489e-05,-0.00022649,-0.000263346,0.000215749,-0.00038399,-0.534071,0.000526483,0.00658787,0.000102059,9.23903e-05,0.00054213,4.40804,-6.6239,-498.934,-0.000184716,0.000258337,-0.00636608,3.50936e-06,-0.000248869,-8.22856e-05,2.80047e-05,-0.000273365,-0.288815,0.000288391,0.0063767,0.00010201,9.0395e-05,0.000543747,4.4671,-10.5585,-501.623,-0.000786791,0.00146055,-0.00537224,-3.38887e-06,-0.000250753,-6.10103e-05,1.0895e-05,-0.000265037,-0.228907,0.000270672,0.00562349,8.9264e-05,8.45276e-05,0.000477854,4.52635,-14.4934,-501.568,-0.00121311,0.00238177,-0.00410283,-3.39115e-05,-0.000221435,-4.84805e-05,-2.20984e-05,-0.000233248,-0.238624,0.000223053,0.00489988,0.000108776,0.000104561,0.000581437,4.58594,-18.4281,-505.041,-0.00129176,0.00349619,-0.00512143,-5.19396e-05,-0.000231358,-3.30871e-05,-4.58064e-05,-0.000237491,-0.175766,0.000218257,0.00633499,9.96375e-05,8.7115e-05,0.00053668,4.64513,-22.3632,-507.288,-0.00176907,0.00420197,-0.00313444,-4.38522e-05,-0.000128934,3.46488e-05,-2.95338e-05,-0.000143253,0.335411,0.000131842,0.00553966,0.000110015,0.000101168,0.000595283,4.70451,-26.2991,-509.788,-0.00205549,0.00419761,-0.00372922,-2.31547e-05,7.62472e-05,0.000126563,0.000162579,-0.000109486,0.97138,0.000237259,0.00599573,0.000134968,0.000122968,0.000734228,4.76393,-30.235,-512.283,-0.0023097,0.00410079,-0.00448314,-1.29334e-05,0.000208489,0.000159979,0.000292428,-9.6872e-05,1.08869,0.000351049,0.00651531,0.000132562,0.000128574,0.000723813,4.82374,-34.1712,-514.784,-0.00216994,0.00372462,-0.00781012,2.55887e-05,0.000247085,0.000170444,0.000339726,-6.70521e-05,1.07323,0.000377902,0.0089268,0.00015309,0.00014459,0.000840096
4.28365,1.24574,-506.697,-0.00523575,-0.00173718,-0.00971693,-0.000103733,-0.000177295,-0.00110057,0.000962927,-0.00124395,-0.769751,0.0019179,0.011207,0.000111357,9.77616e-05,0.000601815,4.3486,-2.68883,-496.91,4.79165e-05,-0.000494053,-0.00626709,8.67086e-05,-0.00019155,-0.000232301,0.000218974,-0.000323816,-0.511317,0.000473336,0.00628777,0.000102253,9.25464e-05,0.00054301,4.40788,-6.62378,-498.934,-0.0003381,0.000381828,-0.00623766,-4.72821e-06,-0.000236592,-7.13536e-05,1.55055e-05,-0.000256825,-0.275775,0.000264927,0.00626125,0.000102634,9.09356e-05,0.000546913,4.46718,-10.5583,-501.623,-0.000708658,0.00163985,-0.00548365,-2.72139e-05,-0.000291889,-7.42024e-05,-7.81606e-06,-0.000311287,-0.25547,0.000307503,0.00577153,9.02564e-05,8.54727e-05,0.000483223,4.52632,-14.4932,-501.568,-0.00124173,0.00255752,-0.0034907,-4.71761e-05,-0.000281781,-4.87381e-05,-3.74354e-05,-0.000291522,-0.196809,0.000274751,0.00450408,0.000109132,0.000104906,0.000583346,4.5857,-18.428,-505.04,-0.00153264,0.00363766,-0.00381644,-3.48212e-05,-0.00024612,-1.58494e-05,-3.3231e-05,-0.00024771,-0.0732928,0.000232905,0.00549276,9.87237e-05,8.63142e-05,0.000531743,4.64491,-22.3628,-507.288,-0.00199471,0.00468631,-0.00286632,-1.87534e-05,-8.11629e-05,3.61585e-05,-1.69862e-07,-9.97464e-05,0.412235,0.000100547,0.00584937,0.000110929,0.000102,0.000600109,4.70431,-26.2989,-509.788,-0.00226068,0.00438396,-0.00366766,-1.0179e-05,0.00014341,7.47591e-05,0.000173995,-4.07641e-05,1.18721,0.00019759,0.00614937,0.000131826,0.000120122,0.000717449,4.76404,-30.2349,-512.284,-0.00220462,0.00417381,-0.00569084,-2.36154e-05,0.000181162,9.64809e-05,0.000219541,-6.19945e-05,1.19386,0.000256274,0.00740111,0.000130093,0.000126229,0.00071081,4.82382,-34.1709,-514.782,-0.00208899,0.00402142,-0.00659069,-1.03148e-05,0.000274389,0.000184948,0.000365454,-0.00010138,1.11345,0.000425542,0.00800963,0.00015578,0.000147192,0.000855344
4.28351,1.24613,-506.697,-0.00537106,-0.00134529,-0.0098749,-0.000205043,8.30482e-06,-0.00102216,0.000931413,-0.00112815,-0.837865,0.00178823,0.0113601,0.000110269,9.67862e-05,0.000595864,4.34848,-2.68831,-496.911,-6.67658e-05,2.74667e-05,-0.00743781,7.46766e-05,-0.000191905,-0.000233414,0.000210936,-0.000328164,-0.5218,0.000471003,0.00743921,0.000102431,9.2735e-05,0.000544172,4.40803,-6.62342,-498.934,-0.000195481,0.000740541,-0.00632722,2.30489e-07,-0.000271475,-8.60376e-05,2.52332e-05,-0.000296478,-0.282161,0.000309879,0.00637495,0.000102562,9.08711e-05,0.000546531,4.46715,-10.558,-501.623,-0.000743766,0.00197402,-0.00533012,-1.09841e-05,-0.000289307,-6.16138e-05,2.10857e-06,-0.0003024,-0.20806,0.000303527,0.00573763,9.03895e-05,8.55808e-05,0.000483796,4.52619,-14.4928,-501.569,-0.00136621,0.00304459,-0.00500092,-3.48256e-05,-0.000255919,-2.76625e-05,-3.13993e-05,-0.000259345,-0.122382,0.000245179,0.00601282,0.000110383,0.000106088,0.000589903,4.58554,-18.4277,-505.041,-0.00169286,0.00395886,-0.00486398,-3.25687e-05,-0.000194757,-1.39043e-05,-3.13766e-05,-0.000195949,-0.0848238,0.000182301,0.00649707,9.98951e-05,8.73175e-05,0.000537892,4.64501,-22.3628,-507.289,-0.00188867,0.00466465,-0.00423977,-1.95511e-05,-9.60808e-05,2.53143e-05,-1.11821e-05,-0.00010445,0.291416,9.96296e-05,0.00658393,0.000110199,0.000101334,0.000596234,4.70443,-26.2985,-509.788,-0.00214083,0.00471862,-0.00350282,-2.23355e-05,5.40165e-05,5.73888e-05,8.50036e-05,-5.33225e-05,1.08229,0.000120897,0.00625635,0.000133693,0.000121805,0.000727266,4.76389,-30.2347,-512.283,-0.00235374,0.00439238,-0.00445937,-1.87847e-05,0.000123392,7.14538e-05,0.000153595,-4.89877e-05,1.18156,0.000183077,0.00670459,0.000132178,0.000128232,0.000722024,4.82359,-34.1708,-514.781,-0.00232275,0.00407456,-0.00544337,4.48739e-05,0.000243875,0.000106164,0.000290567,-1.8186e-06,1.15984,0.000291559,0.00718596,0.000155105,0.000146606,0.000852044
4.28344,1.24668,-506.697,-0.00543742,-0.000797226,-0.00969363,-0.000127233,-0.000118739,-0.00107326,0.000952128,-0.0011981,-0.78818,0.0018682,0.0111721,0.000109943,9.65153e-05,0.000594162,4.34826,-2.68791,-496.91,-0.000293994,0.000428516,-0.00575617,8.20968e-05,-0.000205383,-0.000241788,0.000220164,-0.00034345,-0.513837,0.00049231,0.00578143,0.00010232,9.26063e-05,0.000543337,4.40761,-6.62304,-498.934,-0.000610534,0.00111635,-0.00597914,-7.72947e-06,-0.000216548,-8.68582e-05,2.36811e-05,-0.000247959,-0.346985,0.00026062,0.00611476,0.00010224,9.05857e-05,0.000544802,4.46693,-10.5576,-501.624,-0.000963185,0.00234959,-0.00557153,-1.30543e-05,-0.00027832,-8.5507e-05,1.22136e-05,-0.000303588,-0.286324,0.000309904,0.00612831,8.99453e-05,8.51763e-05,0.000481547,4.52627,-14.4925,-501.568,-0.00128586,0.00333029,-0.00397628,-2.38323e-05,-0.000258618,-3.86459e-05,-1.75798e-05,-0.000264871,-0.158466,0.00025658,0.0053452,0.000109698,0.00010539,0.000585983,4.58565,-18.4274,-505.04,-0.00158077,0.00421926,-0.00430655,-2.7703e-05,-0.000211749,1.04344e-05,-2.69474e-05,-0.000212505,0.0569389,0.000200481,0.00623373,9.96363e-05,8.7119e-05,0.000536713,4.64496,-22.3623,-507.289,-0.00193591,0.00517444,-0.00347458,-2.48696e-05,-0.000100006,6.83989e-05,1.62539e-05,-0.000141129,0.529318,0.000150603,0.00654099,0.000110294,0.000101431,0.00059688,4.70424,-26.2984,-509.787,-0.00233325,0.00485949,-0.00322424,-6.54467e-07,0.000134629,0.000109098,0.000195549,-6.15748e-05,1.06354,0.000232619,0.00628708,0.000133628,0.000121745,0.00072689,4.76373,-30.2347,-512.283,-0.00250962,0.00437028,-0.00522476,-1.61474e-05,0.000258504,8.2338e-05,0.000281407,-3.90503e-05,1.30073,0.000302829,0.00727075,0.000131699,0.000127728,0.000719004,4.82358,-34.1706,-514.783,-0.00232888,0.00425513,-0.00751121,4.31655e-06,0.000330052,7.02902e-05,0.000344609,-1.02406e-05,1.36735,0.000349971,0.00894339,0.000154097,0.000145551,0.000845716
4.28369,1.24721,-506.697,-0.00518965,-0.000269419,-0.00947873,-9.19484e-05,4.51162e-05,-0.00100887,0.000989538,-0.00103637,-0.819946,0.00175641,0.0108465,0.000110327,9.69237e-05,0.000596589,4.34843,-2.68758,-496.91,-0.000124152,0.000756016,-0.0064936,7.23642e-05,-0.00018918,-0.000226727,0.000203995,-0.000320811,-0.519724,0.000458732,0.00653972,0.000103308,9.35192e-05,0.000548756,4.40762,-6.62259,-498.934,-0.000605242,0.00156957,-0.00578057,3.61178e-06,-0.000249267,-8.26155e-05,2.82207e-05,-0.000273876,-0.289416,0.000289023,0.00602487,0.000102274,9.06079e-05,0.000544866,4.4669,-10.5572,-501.624,-0.000995151,0.00282445,-0.00603363,9.12172e-06,-0.000245013,-7.41186e-05,2.91861e-05,-0.000265077,-0.263868,0.000280829,0.00673671,8.90956e-05,8.43698e-05,0.000476972,4.52616,-14.4921,-501.568,-0.00139999,0.00370697,-0.00398796,-1.62601e-05,-0.000212711,-4.16985e-05,-7.75611e-06,-0.000221215,-0.200529,0.000217518,0.00562457,0.000109388,0.000105116,0.000584483,4.58555,-18.427,-505.04,-0.00167612,0.00462119,-0.00461804,-3.33791e-05,-0.000180397,-1.32795e-05,-3.19528e-05,-0.000181823,-0.0878176,0.000168189,0.00674572,9.91686e-05,8.6691e-05,0.000534049,4.6449,-22.3622,-507.288,-0.00199892,0.00523416,-0.00306541,-3.32819e-05,-6.13577e-05,4.0667e-05,-3.08285e-06,-9.15567e-05,0.597842,9.167e-05,0.00639438,0.000111342,0.000102407,0.000602719,4.70414,-26.2982,-509.789,-0.00242788,0.00505541,-0.00429722,-2.31417e-05,0.000119281,8.35789e-05,0.000157942,-6.18029e-05,1.13945,0.000196305,0.00707432,0.000134534,0.000122596,0.00073239,4.7638,-30.2343,-512.283,-0.00243944,0.00473184,-0.00495058,-1.56895e-05,0.000190067,0.000111386,0.000238825,-6.44469e-05,1.15821,0.000276763,0.00728162,0.000131455,0.000127515,0.000717919,4.82375,-34.1712,-514.783,-0.00216207,0.00375073,-0.00673219,1.5146e-05,0.000297848,0.000207293,0.000407573,-9.45789e-05,1.08588,0.000462629,0.00800868,0.000156914,0.000148192,0.000861025
4.2835,1.24763,-506.696,-0.00537708,0.000151538,-0.00862399,-8.08723e-05,0.000229571,-0.000945956,0.00103442,-0.000885725,-0.867246,0.00166655,0.010218,0.000111154,9.75374e-05,0.000600509,4.34842,-2.68728,-496.911,-0.000125861,0.00105683,-0.00748222,8.11791e-05,-0.000131077,-0.000214853,0.000215924,-0.000265823,-0.549839,0.000418775,0.00755804,0.000102078,9.24039e-05,0.000542213,4.40769,-6.62221,-498.935,-0.000531637,0.00194808,-0.00704835,1.28102e-05,-0.000298224,-6.59073e-05,2.6244e-05,-0.000311658,-0.20055,0.000325576,0.00733592,0.000103232,9.14566e-05,0.000549991,4.46692,-10.5568,-501.624,-0.000966017,0.00314436,-0.00589284,7.94352e-06,-0.000295829,-6.13643e-05,1.98794e-05,-0.000307765,-0.191939,0.000318207,0.00675154,9.0225e-05,8.54317e-05,0.000482976,4.5262,-14.4917,-501.568,-0.00136517,0.0041191,-0.00412045,-2.84644e-05,-0.000225674,-3.7812e-05,-2.14627e-05,-0.000232675,-0.183026,0.000222789,0.00598539,0.000109608,0.000105324,0.00058564,4.58559,-18.4268,-505.04,-0.00164156,0.00478647,-0.0044596,-4.1636e-05,-0.000184316,-1.3094e-05,-4.03083e-05,-0.000185643,-0.0896177,0.000169162,0.0067469,0.000100236,8.76072e-05,0.00053967,4.64489,-22.3621,-507.288,-0.00200879,0.005377,-0.0027889,-3.45126e-05,-5.54081e-05,3.4429e-05,-7.67556e-06,-8.22452e-05,0.614332,8.03594e-05,0.0063857,0.000111066,0.000102137,0.000601009,4.70421,-26.2979,-509.788,-0.00235853,0.00537013,-0.0038523,-2.18116e-05,0.000128996,0.000108549,0.000185774,-7.85888e-05,1.0888,0.000235157,0.00702561,0.000132112,0.000120389,0.000719208,4.76368,-30.2344,-512.282,-0.00255736,0.00465058,-0.00357727,-2.48755e-05,0.000247699,0.000143156,0.000309098,-8.62743e-05,1.16589,0.000360081,0.00642863,0.0001299,0.000126098,0.000710296,4.82344,-34.1709,-514.782,-0.00246911,0.00397872,-0.0066581,-3.30711e-05,0.000302767,0.000115919,0.000338929,-6.92324e-05,1.2691,0.000378407,0.00814225,0.000154706,0.000146161,0.000849347
4.28355,1.24811,-506.696,-0.00532903,0.000629835,-0.00898687,-0.000125182,-2.83553e-05,-0.00105382,0.00098014,-0.00113368,-0.809608,0.00183356,0.0104949,0.000109501,9.61185e-05,0.000591736,4.34839,-2.68694,-496.91,-0.000165535,0.00139684,-0.00618088,7.79578e-05,-0.000179167,-0.00024196,0.000224177,-0.000325387,-0.53625,0.000478983,0.00633996,0.000102729,9.29599e-05,0.000545311,4.40766,-6.62175,-498.934,-0.000556052,0.00240536,-0.00629874,1.56119e-05,-0.000243612,-6.65199e-05,3.17135e-05,-0.000259714,-0.23708,0.00027694,0.00676711,0.000102834,9.11224e-05,0.00054809,4.46703,-10.5565,-501.624,-0.000856661,0.0035287,-0.00592463,1.22997e-06,-0.000262133,-6.66e-05,1.71222e-05,-0.000278026,-0.23405,0.000287017,0.00695188,8.86265e-05,8.39205e-05,0.000474425,4.5263,-14.4915,-501.568,-0.00125632,0.00428,-0.00390791,-3.67252e-05,-0.000201308,-4.82018e-05,-2.36374e-05,-0.000214396,-0.265328,0.0002037,0.00593365,0.000109502,0.000105222,0.000585067,4.58571,-18.4268,-505.04,-0.00151985,0.00482032,-0.00420871,-4.50351e-05,-0.00017095,-2.41995e-05,-4.0279e-05,-0.000175706,-0.181833,0.000159457,0.00657937,0.000100586,8.79215e-05,0.000541613,4.64503,-22.3619,-507.288,-0.00186595,0.0055139,-0.00249121,-2.64139e-05,-0.000116865,4.75606e-05,-4.08998e-06,-0.000139189,0.392022,0.000138371,0.00633657,0.000111741,0.000102766,0.000604765,4.70432,-26.2978,-509.787,-0.00225011,0.00547523,-0.00232057,-1.35351e-05,0.000131978,0.000120628,0.000200415,-8.19717e-05,1.05939,0.000251696,0.00637346,0.000134061,0.000122161,0.000729709,4.76377,-30.2342,-512.282,-0.00247379,0.00485532,-0.00426773,-1.17976e-05,0.000247185,0.000118633,0.000293752,-5.83651e-05,1.20119,0.000326883,0.0069395,0.000131679,0.000127751,0.000719316,4.82349,-34.1706,-514.782,-0.00242228,0.00431551,-0.0059725,-2.49812e-06,0.000286459,9.53466e-05,0.000315177,-3.12169e-05,1.27843,0.000331988,0.00776299,0.000153777,0.00014522,0.000843733
4.28352,1.24834,-506.697,-0.00536404,0.000864469,-0.0104134,-0.000114762,0.000193311,-0.00100189,0.00105485,-0.000976297,-0.861989,0.00176189,0.0117818,0.000110559,9.70649e-05,0.00059751,4.34855,-2.68672,-496.911,-4.32253e-06,0.00162349,-0.00699032,0.000118324,-0.000126836,-0.000224491,0.000252494,-0.000261006,-0.530777,0.000445401,0.00717885,0.000102227,9.25305e-05,0.000542879,4.40782,-6.62152,-498.934,-0.000402812,0.00263798,-0.00663229,2.27831e-05,-0.00026134,-7.5334e-05,4.1562e-05,-0.000280119,-0.243779,0.000303055,0.00715094,0.00010236,9.06865e-05,0.00054535,4.46701,-10.5562,-501.624,-0.00087793,0.00373495,-0.00582665,-2.43311e-06,-0.000263719,-6.32102e-05,1.20622e-05,-0.000278214,-0.225237,0.00028449,0.00698073,9.01094e-05,8.52846e-05,0.000481995,4.52647,-14.4914,-501.568,-0.00108798,0.00441912,-0.00388928,-3.0653e-05,-0.000234092,-4.06127e-05,-2.28397e-05,-0.000241906,-0.189788,0.000231399,0.00598893,0.000110275,0.000106001,0.000589444,4.58585,-18.4264,-505.04,-0.00138298,0.00519599,-0.00374457,-2.93124e-05,-0.000172074,-2.00674e-06,-2.91125e-05,-0.000172273,-0.0125704,0.000159797,0.00655355,0.000100609,8.79587e-05,0.000541867,4.64506,-22.3616,-507.288,-0.00183905,0.00583709,-0.00276409,-2.28928e-05,-4.60461e-05,3.2858e-05,1.13076e-06,-7.00697e-05,0.598383,7.20626e-05,0.00672386,0.000110828,0.000101926,0.000599835,4.70458,-26.2977,-509.787,-0.00198835,0.00553529,-0.00233218,-1.46798e-05,0.000136975,6.04738e-05,0.000158838,-3.65431e-05,1.24038,0.000179932,0.00632774,0.000133414,0.000121561,0.000725964,4.76408,-30.2343,-512.282,-0.00216301,0.00480177,-0.00366025,-6.03769e-06,0.000255499,0.000103962,0.000291877,-4.24164e-05,1.23582,0.000315263,0.00642911,0.000129479,0.000125595,0.000707082,4.82374,-34.1706,-514.782,-0.0021697,0.00427223,-0.00632854,3.05854e-05,0.00040135,0.000175571,0.000471478,-3.95421e-05,1.19294,0.000492733,0.00795443,0.000153421,0.000144915,0.000841999
4.28386,1.24863,-506.696,-0.00502159,0.001154,-0.00900582,-8.9442e-05,0.000112078,-0.00101615,0.00103404,-0.0010114,-0.835548,0.00177346,0.0104104,0.000109435,9.61068e-05,0.000591586,4.34856,-2.68658,-496.91,1.09321e-05,0.00176326,-0.00637252,9.12301e-05,-0.000136562,-0.000223199,0.000228876,-0.000274207,-0.543949,0.000436961,0.00661292,0.000102592,9.28428e-05,0.000544684,4.40804,-6.62153,-498.934,-0.000182005,0.00262571,-0.00628129,-9.21422e-06,-0.000261199,-6.08778e-05,4.74356e-06,-0.000275157,-0.225065,0.000277576,0.00681466,0.000104286,9.2388e-05,0.000555554,4.46718,-10.5561,-501.624,-0.000714388,0.00390058,-0.00553603,-2.51785e-05,-0.000250885,-5.47893e-05,-1.25814e-05,-0.000263482,-0.225969,0.000257462,0.00681294,8.97501e-05,8.49779e-05,0.000480372,4.52652,-14.4911,-501.569,-0.0010432,0.00474626,-0.0047816,-4.29115e-05,-0.000186729,-3.52209e-05,-3.47372e-05,-0.000194904,-0.227593,0.000180105,0.00681967,0.000109643,0.000105345,0.000585727,4.58575,-18.4262,-505.04,-0.00147578,0.00542445,-0.00434254,-4.12475e-05,-0.000150013,-1.32182e-05,-3.93808e-05,-0.00015188,-0.114178,0.000136521,0.00710445,0.000100111,8.75405e-05,0.000539323,4.64518,-22.3615,-507.288,-0.00171545,0.00591827,-0.00279108,-2.7301e-05,-4.60279e-05,2.81674e-05,-5.55802e-06,-6.77709e-05,0.574941,6.77742e-05,0.00677074,0.000112354,0.000103324,0.000607995,4.7047,-26.2978,-509.787,-0.00186789,0.0054177,-0.00298573,-1.42443e-05,0.000106541,6.30461e-05,0.000134233,-4.19356e-05,1.17553,0.000159447,0.00647258,0.000134456,0.000122509,0.000731597,4.76399,-30.234,-512.282,-0.00224641,0.00504786,-0.0039408,-1.66035e-05,0.000133697,7.19955e-05,0.000162862,-4.57687e-05,1.19224,0.000189932,0.00679458,0.000132031,0.000128081,0.000721133,4.82377,-34.1702,-514.781,-0.00213539,0.00469966,-0.0051935,-2.77813e-05,0.000154258,0.000116277,0.000210933,-8.44563e-05,1.11778,0.000263859,0.00733295,0.000153304,0.000144855,0.000841753
4.28385,1.24866,-506.695,-0.00502675,0.00118102,-0.00843485,-0.000150907,0.00015312,-0.00110742,0.00112077,-0.00111855,-0.854589,0.00194084,0.0099243,0.000109581,9.62444e-05,0.00059243,4.34882,-2.6866,-496.911,0.000271811,0.00174147,-0.00683425,6.69636e-05,-0.000153033,-0.000246644,0.000227902,-0.000313971,-0.570457,0.000471888,0.00705899,0.000101274,9.16499e-05,0.000537689,4.40809,-6.62137,-498.934,-0.000132102,0.00279273,-0.00597829,-9.85235e-06,-0.000290502,-8.21958e-05,1.2476e-05,-0.00031283,-0.265079,0.000319258,0.00660126,0.000102194,9.05369e-05,0.000544441,4.46742,-10.5561,-501.623,-0.000475443,0.00391509,-0.00472861,-2.4252e-05,-0.000277118,-7.04194e-05,-5.9065e-06,-0.000295463,-0.253982,0.000292606,0.0061667,9.05287e-05,8.5694e-05,0.000484359,4.52662,-14.491,-501.569,-0.000943406,0.00480153,-0.00506761,-5.26045e-05,-0.000187469,-4.38262e-05,-3.96125e-05,-0.000200461,-0.288003,0.000183987,0.00704644,0.000110067,0.000105795,0.000588295,4.58608,-18.4263,-505.042,-0.0011482,0.00529406,-0.00584636,-3.6454e-05,-0.000187164,-1.83604e-05,-3.41837e-05,-0.000189434,-0.119367,0.000174935,0.00797358,0.000100171,8.75559e-05,0.000539366,4.64536,-22.3615,-507.288,-0.00153782,0.00593978,-0.00281186,-8.51257e-06,-7.39738e-05,3.16982e-05,5.84657e-06,-8.83329e-05,0.370872,9.23634e-05,0.00675215,0.000110426,0.000101545,0.000597494,4.70467,-26.2976,-509.788,-0.00190465,0.00569862,-0.00382403,-4.58453e-06,0.000171274,8.80981e-05,0.00020801,-4.13206e-05,1.17927,0.00023147,0.00712356,0.000133445,0.000121594,0.000726238,4.76401,-30.234,-512.284,-0.0022274,0.00510951,-0.00566433,-5.20519e-06,0.000244441,0.000102783,0.000281328,-4.20929e-05,1.22648,0.000304565,0.00795989,0.000131554,0.000127625,0.000718584,4.82398,-34.1704,-514.783,-0.00192698,0.00451098,-0.00670999,2.84015e-05,4.89164e-05,8.71446e-05,0.000128007,-5.0689e-05,0.840023,0.000159889,0.00831499,0.000155329,0.00014669,0.000852288
4.28414,1.24884,-506.697,-0.00474495,0.00136044,-0.00958728,-0.000126678,0.000107481,-0.00103096,0.00102962,-0.00104882,-0.842945,0.00180168,0.0108143,0.000110756,9.72572e-05,0.000598704,4.34906,-2.68672,-496.911,0.000504546,0.00161886,-0.00696435,8.13346e-05,-0.000121636,-0.000252158,0.000252568,-0.00029287,-0.588873,0.000473465,0.00716819,0.000102257,9.25624e-05,0.000543107,4.40832,-6.62163,-498.935,9.75852e-05,0.00253192,-0.00682885,-4.54705e-06,-0.000292272,-7.53594e-05,1.40677e-05,-0.000310886,-0.241402,0.000318175,0.00728756,0.000102798,9.10821e-05,0.000547806,4.46742,-10.5561,-501.624,-0.000475225,0.00389724,-0.00567958,-1.87247e-05,-0.000292889,-6.01207e-05,-6.08104e-06,-0.000305533,-0.206516,0.00030258,0.00690802,8.96724e-05,8.48995e-05,0.000479917,4.52689,-14.4911,-501.569,-0.00067052,0.00467287,-0.00509113,-4.64333e-05,-0.000199671,-4.63877e-05,-3.3459e-05,-0.000212645,-0.272936,0.000198164,0.00694359,0.000110354,0.000106059,0.000589746,4.58618,-18.4262,-505.041,-0.00105239,0.0054159,-0.0050393,-4.22916e-05,-0.000162071,-2.46545e-05,-3.71568e-05,-0.000167206,-0.19435,0.000152167,0.00747621,9.91261e-05,8.66536e-05,0.00053382,4.64544,-22.3616,-507.288,-0.00145776,0.00585041,-0.00316476,-2.28766e-05,-5.64413e-05,3.26671e-05,-1.45786e-06,-7.786e-05,0.52341,7.86328e-05,0.00681538,0.000111749,0.000102787,0.000604997,4.70463,-26.2976,-509.788,-0.00193992,0.00564439,-0.00403248,-3.61125e-06,0.000150653,8.8883e-05,0.00019131,-4.4268e-05,1.14411,0.000216901,0.00720383,0.00013407,0.000122151,0.00072938,4.76406,-30.2341,-512.283,-0.00217867,0.00501055,-0.00495064,1.46372e-05,0.00024701,9.79106e-05,0.000282874,-2.12262e-05,1.22142,0.000294077,0.00738035,0.000131188,0.000127243,0.000716325,4.8238,-34.1706,-514.783,-0.0021061,0.00429075,-0.00713023,5.50999e-05,0.00034814,8.43596e-05,0.00037073,3.25097e-05,1.3094,0.00035565,0.00858566,0.000154748,0.000146199,0.000849517
